number,detailed_number,name,form_name,form_category,category,type_1,type_2,hgt_ft,hgt_m,wgt_lbs,wgt_kg,bmi,gen,hp,attack,defense,sp_atk,sp_def,speed,total,evolves_to,evo_family,stage
364,364,Sealeo,,,,Ice,Water,3.583,1.1,193.1,87.6,72.4,3,90,60,70,75,70,45,410,365,363,2
365,365,Walrein,,,,Ice,Water,4.583,1.4,332,150.6,76.8,3,110,80,90,95,90,65,530,,363,3
366,366,Clamperl,,,,Water,,1.333,0.4,115.7,52.5,328.1,3,35,64,85,74,55,32,345,"367,368",366,1
367,367,Huntail,,,,Water,,5.583,1.7,59.5,27,9.3,3,55,104,105,94,75,52,485,,366,2
368,368,Gorebyss,,,,Water,,5.917,1.8,49.8,22.6,7,3,55,84,105,114,75,52,485,,366,2
369,369,Relicanth,,,,Water,Rock,3.25,1,51.6,23.4,23.4,3,100,90,130,45,65,55,485,,,1
370,370,Luvdisc,,,,Water,,2,0.6,19.2,8.7,24.2,3,43,30,55,40,65,97,330,,,1
371,371,Bagon,,,Pseudolegendary,Dragon,,2,0.6,92.8,42.1,116.9,3,45,75,60,40,30,50,300,372,371,1
372,372,Shelgon,,,Pseudolegendary,Dragon,,3.583,1.1,243.6,110.5,91.3,3,65,95,100,60,50,50,420,373,371,2
373,373,Salamence,,,Pseudolegendary,Dragon,Flying,4.917,1.5,226.2,102.6,45.6,3,95,135,80,110,80,100,600,,371,3
373,373.1,Salamence,Mega Salamence,Mega,Mega,Dragon,Flying,5.917,1.8,248.2,112.6,34.8,6,95,145,130,120,90,120,700,,371,4
374,374,Beldum,,,Pseudolegendary,Steel,Psychic,2,0.6,209.9,95.2,264.4,3,40,55,80,35,60,30,300,375,374,1
375,375,Metang,,,Pseudolegendary,Steel,Psychic,3.917,1.2,446.4,202.5,140.6,3,60,75,100,55,80,50,420,376,374,2
376,376,Metagross,,,Pseudolegendary,Steel,Psychic,5.25,1.6,1212.5,550,214.8,3,80,135,130,95,90,70,600,,374,3
376,376.1,Metagross,Mega Metagross,Mega,Mega,Steel,Psychic,8.167,2.5,2078.7,942.9,150.9,6,80,145,150,105,110,110,700,,374,4
377,377,Regirock,,,Sublegendary,Rock,,5.583,1.7,507.1,230,79.6,3,80,100,200,50,100,50,580,,,1
378,378,Regice,,,Sublegendary,Ice,,5.917,1.8,385.8,175,54,3,80,50,100,100,200,50,580,,,1
379,379,Registeel,,,Sublegendary,Steel,,6.25,1.9,451.9,205,56.8,3,80,75,150,75,150,50,580,,,1
380,380,Latias,,,Sublegendary,Dragon,Psychic,4.583,1.4,88.2,40,20.4,3,80,80,90,110,130,110,600,,380,1
380,380.1,Latias,Mega Latias,Mega,Mega,Dragon,Psychic,5.917,1.8,114.6,52,16,6,80,100,120,140,150,110,700,,380,2
381,381,Latios,,,Sublegendary,Dragon,Psychic,6.583,2,132.3,60,15,3,80,90,80,130,110,110,600,,381,1
381,381.1,Latios,Mega Latios,Mega,Mega,Dragon,Psychic,7.583,2.3,154.3,70,13.2,6,80,130,100,160,120,110,700,,381,2
382,382,Kyogre,,,Legendary,Water,,14.75,4.5,776,352,17.4,3,100,100,90,150,140,90,670,,382,1
382,382.1,Kyogre,Primal Kyogre,Mega,Mega,Water,,32.167,9.8,948,430,4.5,6,100,150,90,180,160,90,770,,382,2
383,383,Groudon,,,Legendary,Ground,,11.5,3.5,2094.4,950,77.6,3,100,150,140,100,90,90,670,,383,1
383,383.1,Groudon,Primal Groudon,Mega,Mega,Ground,Fire,16.417,5,2204,999.7,40,6,100,180,160,150,90,90,770,,383,2
384,384,Rayquaza,,,Legendary,Dragon,Flying,23,7,455.3,206.5,4.2,3,105,150,90,150,90,95,680,,384,1
384,384.1,Rayquaza,Mega Rayquaza,Mega,Mega,Dragon,Flying,35.417,10.8,864.2,392,3.4,6,105,180,100,180,100,115,780,,384,2
385,385,Jirachi,,,Mythical,Steel,Psychic,1,0.3,2.4,1.1,12.2,3,100,100,100,100,100,100,600,,,1
386,386.1,Deoxys,,,Mythical,Psychic,,5.583,1.7,134,60.8,21,3,50,150,50,150,50,150,600,,,1
386,386.2,Deoxys,Attack Forme,Alternate,Mythical,Psychic,,5.583,1.7,134,60.8,21,3,50,180,20,180,20,150,600,,,1
386,386.3,Deoxys,Defense Forme,Alternate,Mythical,Psychic,,5.583,1.7,134,60.8,21,3,50,70,160,70,160,90,600,,,1
386,386.4,Deoxys,Speed Forme,Alternate,Mythical,Psychic,,5.583,1.7,134,60.8,21,3,50,95,90,95,90,180,600,,,1
387,387,Turtwig,,,,Grass,,1.333,0.4,22.5,10.2,63.8,4,55,68,64,45,55,31,318,388,387,
388,388,Grotle,,,,Grass,,3.583,1.1,213.8,97,80.2,4,75,89,85,55,65,36,405,389,387,
389,389,Torterra,,,,Grass,Ground,7.25,2.2,683.4,310,64,4,95,109,105,75,85,56,525,,387,
390,390,Chimchar,,,,Fire,,1.667,0.5,13.7,6.2,24.8,4,44,58,44,58,44,61,309,391,390,
391,391,Monferno,,,,Fire,Fighting,2.917,0.9,48.5,22,27.2,4,64,78,52,78,52,81,405,392,390,
392,392,Infernape,,,,Fire,Fighting,3.917,1.2,121.3,55,38.2,4,76,104,71,104,71,108,534,,390,
393,393,Piplup,,,,Water,,1.333,0.4,11.5,5.2,32.5,4,53,51,53,61,56,40,314,394,393,
394,394,Prinplup,,,,Water,,2.583,0.8,50.7,23,35.9,4,64,66,68,81,76,50,405,395,393,
395,395,Empoleon,,,,Water,Steel,5.583,1.7,186.3,84.5,29.2,4,84,86,88,111,101,60,530,,393,
396,396,Starly,,,,Normal,Flying,1,0.3,4.4,2,22.2,4,40,55,30,30,30,60,245,397,396,
397,397,Staravia,,,,Normal,Flying,2,0.6,34.2,15.5,43.1,4,55,75,50,40,40,80,340,398,396,
398,398,Staraptor,,,,Normal,Flying,3.917,1.2,54.9,24.9,17.3,4,85,120,70,50,60,100,485,,396,
399,399,Bidoof,,,,Normal,,1.667,0.5,44.1,20,80,4,59,45,40,35,40,31,250,400,399,
400,400,Bibarel,,,,Normal,Water,3.25,1,69.4,31.5,31.5,4,79,85,60,55,60,71,410,,399,
401,401,Kricketot,,,,Bug,,1,0.3,4.9,2.2,24.4,4,37,25,41,25,41,25,194,402,401,
402,402,Kricketune,,,,Bug,,3.25,1,56.2,25.5,25.5,4,77,85,51,55,51,65,384,,401,
403,403,Shinx,,,,Electric,,1.667,0.5,20.9,9.5,38,4,45,65,34,40,34,45,263,404,403,
404,404,Luxio,,,,Electric,,2.917,0.9,67.2,30.5,37.7,4,60,85,49,60,49,60,363,405,403,
405,405,Luxray,,,,Electric,,4.583,1.4,92.6,42,21.4,4,80,120,79,95,79,70,523,,403,
406,406,Budew,,,,Grass,Poison,0.667,0.2,2.6,1.2,30,4,40,30,35,50,70,55,280,315,315,1
407,407,Roserade,,,,Grass,Poison,2.917,0.9,32,14.5,17.9,4,60,70,65,125,105,90,515,,315,3
408,408,Cranidos,,,,Rock,,2.917,0.9,69.4,31.5,38.9,4,67,125,40,30,30,58,350,409,408,
409,409,Rampardos,,,,Rock,,5.25,1.6,226,102.5,40,4,97,165,60,65,50,58,495,,408,
410,410,Shieldon,,,,Rock,Steel,1.667,0.5,125.7,57,228,4,30,42,118,42,88,30,350,411,410,
411,411,Bastiodon,,,,Rock,Steel,4.25,1.3,329.6,149.5,88.5,4,60,52,168,47,138,30,495,,410,
412,412,Burmy,Plant Cloak,Alternate,,Bug,,0.667,0.2,7.5,3.4,85,4,40,29,45,29,45,36,224,"413,413.1,413.2,414",412,
413,413,Wormadam,Plant Cloak,Alternate,,Bug,Grass,1.667,0.5,14.3,6.5,26,4,60,59,85,79,105,36,424,,412,
413,413.1,Wormadam,Sandy Cloak,Alternate,,Bug,Ground,1.667,0.5,14.3,6.5,26,4,60,79,105,59,85,36,424,,412,
413,413.2,Wormadam,Trash Cloak,Alternate,,Bug,Steel,1.667,0.5,14.3,6.5,26,4,60,69,95,69,95,36,424,,412,
414,414,Mothim,,,,Bug,Flying,2.917,0.9,51.4,23.3,28.8,4,70,94,50,94,50,66,424,,412,
415,415,Combee,,,,Bug,Flying,1,0.3,12.1,5.5,61.1,4,30,30,42,30,42,70,244,416,415,
416,416,Vespiquen,,,,Bug,Flying,3.917,1.2,84.9,38.5,26.7,4,70,80,102,80,102,40,474,,415,
417,417,Pachirisu,,,,Electric,,1.333,0.4,8.6,3.9,24.4,4,60,45,70,45,90,95,405,,,
418,418,Buizel,,,,Water,,2.333,0.7,65,29.5,60.2,4,55,65,35,60,30,85,330,419,418,
419,419,Floatzel,,,,Water,,3.583,1.1,73.9,33.5,27.7,4,85,105,55,85,50,115,495,,418,
420,420,Cherubi,,,,Grass,,1.333,0.4,7.3,3.3,20.6,4,45,35,45,62,53,35,275,421,420,
421,421,Cherrim,,,,Grass,,1.667,0.5,20.5,9.3,37.2,4,70,60,70,87,78,85,450,,420,
422,422,Shellos,,,,Water,,1,0.3,13.9,6.3,70,4,76,48,48,57,62,34,325,423,422,
423,423,Gastrodon,,,,Water,Ground,2.917,0.9,65.9,29.9,36.9,4,111,83,68,92,82,39,475,,422,
424,424,Ambipom,,,,Normal,,3.917,1.2,44.8,20.3,14.1,4,75,100,66,60,66,115,482,,190,2
425,425,Drifloon,,,,Ghost,Flying,1.333,0.4,2.6,1.2,7.5,4,90,50,34,60,44,70,348,426,425,
426,426,Drifblim,,,,Ghost,Flying,3.917,1.2,33.1,15,10.4,4,150,80,44,90,54,80,498,,425,
427,427,Buneary,,,,Normal,,1.333,0.4,12.1,5.5,34.4,4,55,66,44,44,56,85,350,428,427,
428,428,Lopunny,,,,Normal,,3.917,1.2,73.4,33.3,23.1,4,65,76,84,54,96,105,480,,427,
428,428.1,Lopunny,Mega Lopunny,Mega,Mega,Normal,Fighting,4.25,1.3,62.4,28.3,16.7,6,65,136,94,54,96,135,580,,427,
429,429,Mismagius,,,,Ghost,,2.917,0.9,9.7,4.4,5.4,4,60,60,60,105,105,105,495,,200,
430,430,Honchkrow,,,,Dark,Flying,2.917,0.9,60.2,27.3,33.7,4,100,125,52,105,52,71,505,,198,
431,431,Glameow,,,,Normal,,1.667,0.5,8.6,3.9,15.6,4,49,55,42,42,37,85,310,432,431,
432,432,Purugly,,,,Normal,,3.25,1,96.6,43.8,43.8,4,71,82,64,64,59,112,452,,431,
433,433,Chingling,,,,Psychic,,0.667,0.2,1.3,0.6,15,4,45,30,50,65,50,45,285,358,358,1
434,434,Stunky,,,,Poison,Dark,1.333,0.4,42.3,19.2,120,4,63,63,47,41,41,74,329,435,434,
435,435,Skuntank,,,,Poison,Dark,3.25,1,83.8,38,38,4,103,93,67,71,61,84,479,,434,
436,436,Bronzor,,,,Steel,Psychic,1.667,0.5,133.4,60.5,242,4,57,24,86,24,86,23,300,437,436,
437,437,Bronzong,,,,Steel,Psychic,4.25,1.3,412.3,187,110.7,4,67,89,116,79,116,33,500,,436,
438,438,Bonsly,,,,Rock,,1.667,0.5,33.1,15,60,4,50,80,95,10,45,10,290,185,185,1
439,439,Mime Jr.,,,,Psychic,Fairy,2,0.6,28.7,13,36.1,4,20,25,45,70,90,60,310,122,122,1
440,440,Happiny,,,,Normal,,2,0.6,53.8,24.4,67.8,4,100,5,5,15,65,30,220,113,113,1
441,441,Chatot,,,,Normal,Flying,1.667,0.5,4.2,1.9,7.6,4,76,65,45,92,42,91,411,,,1
442,442,Spiritomb,,,,Ghost,Dark,3.25,1,238.1,108,108,4,50,92,108,92,108,35,485,,,1
443,443,Gible,,,Pseudolegendary,Dragon,Ground,2.333,0.7,45.2,20.5,41.8,4,58,70,45,40,45,42,300,444,443,1
444,444,Gabite,,,Pseudolegendary,Dragon,Ground,4.583,1.4,123.5,56,28.6,4,68,90,65,50,55,82,410,445,443,2
445,445,Garchomp,,,Pseudolegendary,Dragon,Ground,6.25,1.9,209.4,95,26.3,4,108,130,95,80,85,102,600,,443,3
445,445.1,Garchomp,Mega Garchomp,Mega,Mega,Dragon,Ground,6.25,1.9,209.4,95,26.3,6,108,170,115,120,95,92,700,,443,4
446,446,Munchlax,,,,Normal,,2,0.6,231.5,105,291.7,4,135,85,40,40,85,5,390,143,143,1
447,447,Riolu,,,,Fighting,,2.333,0.7,44.5,20.2,41.2,4,40,70,40,35,40,60,285,488,447,1
448,448,Lucario,,,,Fighting,Steel,3.917,1.2,119,54,37.5,4,70,110,70,115,70,90,525,,447,2
448,448.1,Lucario,Mega Lucario,Mega,Mega,Fighting,Steel,4.25,1.3,126.8,57.5,34,6,70,145,88,140,70,112,625,,447,3
449,449,Hippopotas,,,,Ground,,2.583,0.8,109.1,49.5,77.3,4,68,72,78,38,42,32,330,450,449,
450,450,Hippowdon,,,,Ground,,6.583,2,661.4,300,75,4,108,112,118,68,72,47,525,,449,
451,451,Skorupi,,,,Poison,Bug,2.583,0.8,26.5,12,18.8,4,40,50,90,30,55,65,330,452,451,
452,452,Drapion,,,,Poison,Dark,4.25,1.3,135.6,61.5,36.4,4,70,90,110,60,75,95,500,,451,
453,453,Croagunk,,,,Poison,Fighting,2.333,0.7,50.7,23,46.9,4,48,61,40,61,40,50,300,454,453,
454,454,Toxicroak,,,,Poison,Fighting,4.25,1.3,97.9,44.4,26.3,4,83,106,65,86,65,85,490,,453,
455,455,Carnivine,,,,Grass,,4.583,1.4,59.5,27,13.8,4,74,100,72,90,72,46,454,,,
456,456,Finneon,,,,Water,,1.333,0.4,15.4,7,43.8,4,49,49,56,49,61,66,330,457,456,
457,457,Lumineon,,,,Water,,3.917,1.2,52.9,24,16.7,4,69,69,76,69,86,91,460,,456,
458,458,Mantyke,,,,Water,Flying,3.25,1,143.3,65,65,4,45,20,50,60,120,50,345,226,226,1
459,459,Snover,,,,Grass,Ice,3.25,1,111.3,50.5,50.5,4,60,62,50,62,60,40,334,460,459,1
460,460,Abomasnow,,,,Grass,Ice,7.25,2.2,298.7,135.5,28,4,90,92,75,92,85,60,494,,459,2
460,460.1,Abomasnow,Mega Abomasnow,Mega,Mega,Grass,Ice,8.833,2.7,407.9,185,25.4,6,90,132,105,132,105,30,594,,459,3
461,461,Weavile,,,,Dark,Ice,3.583,1.1,75,34,28.1,4,70,120,65,45,85,125,510,,215,2
462,462,Magnezone,,,,Electric,Steel,3.917,1.2,396.8,180,125,4,70,70,115,130,90,60,535,,81,3
463,463,Lickilicky,,,,Normal,,5.583,1.7,308.6,140,48.4,4,110,85,95,80,95,50,515,,108,2
464,464,Rhyperior,,,,Ground,Rock,7.833,2.4,623.5,282.8,49.1,4,115,140,130,55,55,40,535,,111,3
465,465,Tangrowth,,,,Grass,,6.583,2,283.5,128.6,32.2,4,100,100,125,110,50,50,535,,114,2
466,466,Electivire,,,,Electric,,5.917,1.8,305.6,138.6,42.8,4,75,123,67,95,85,95,540,,125,3
467,467,Magmortar,,,,Fire,,5.25,1.6,149.9,68,26.6,4,75,95,67,125,95,83,540,,126,3
468,468,Togekiss,,,,Fairy,Flying,4.917,1.5,83.8,38,16.9,4,85,50,95,120,115,80,545,,175,3
469,469,Yanmega,,,,Bug,Flying,6.25,1.9,113.5,51.5,14.3,4,86,76,86,116,56,95,515,,193,2
470,470,Leafeon,,,,Grass,,3.25,1,56.2,25.5,25.5,4,65,110,130,60,65,95,525,,133,2
471,471,Glaceon,,,,Ice,,2.583,0.8,57.1,25.9,40.5,4,65,60,110,130,95,65,525,,133,2
472,472,Gliscor,,,,Ground,Flying,6.583,2,93.7,42.5,10.6,4,75,95,125,45,75,95,510,,207,2
473,473,Mamoswine,,,,Ice,Ground,8.167,2.5,641.5,291,46.6,4,110,130,80,70,60,80,530,,220,3
474,474,Porygon-Z,,,,Normal,,2.917,0.9,75,34,42,4,85,80,70,135,75,90,535,,137,3
475,475,Gallade,,,,Psychic,Fighting,5.25,1.6,114.6,52,20.3,4,68,125,65,65,115,80,518,,280,3
475,475.1,Gallade,Mega Gallade,Mega,Mega,Psychic,Fighting,5.25,1.6,124.3,56.4,22,6,68,165,95,65,115,110,618,,280,4
476,476,Probopass,,,,Rock,Steel,4.583,1.4,749.6,340,173.5,4,60,55,145,75,150,40,525,,299,2
477,477,Dusknoir,,,,Ghost,,7.25,2.2,235,106.6,22,4,45,100,135,65,135,45,525,,355,3
478,478,Froslass,,,,Ice,Ghost,4.25,1.3,58.6,26.6,15.7,4,70,80,70,80,70,110,480,,361,2
479,479,Rotom,,,,Electric,Ghost,1,0.3,0.7,0.3,3.3,4,50,50,77,95,77,91,440,,,1
479,479.1,Rotom,Heat Rotom,Alternate,,Electric,Fire,1,0.3,0.7,0.3,3.3,4,50,65,107,105,107,86,520,,,1
479,479.2,Rotom,Wash Rotom,Alternate,,Electric,Water,1,0.3,0.7,0.3,3.3,4,50,65,107,105,107,86,520,,,1
479,479.3,Rotom,Frost Rotom,Alternate,,Electric,Ice,1,0.3,0.7,0.3,3.3,4,50,65,107,105,107,86,520,,,1
479,479.4,Rotom,Fan Rotom,Alternate,,Electric,Flying,1,0.3,0.7,0.3,3.3,4,50,65,107,105,107,86,520,,,1
479,479.5,Rotom,Mow Rotom,Alternate,,Electric,Grass,1,0.3,0.7,0.3,3.3,4,50,65,107,105,107,86,520,,,1
480,480,Uxie,,,Sublegendary,Psychic,,1,0.3,0.7,0.3,3.3,4,75,75,130,75,130,95,580,,,1
481,481,Mesprit,,,Sublegendary,Psychic,,1,0.3,0.7,0.3,3.3,4,80,105,105,105,105,80,580,,,1
482,482,Azelf,,,Sublegendary,Psychic,,1,0.3,0.7,0.3,3.3,4,75,125,70,125,70,115,580,,,1
483,483,Dialga,,,Legendary,Steel,Dragon,17.75,5.4,1505.8,683,23.4,4,100,120,120,150,100,90,680,,483,1
483,483.1,Dialga,Origin Forme,Alternate,Legendary,Steel,Dragon,23,7,1873.9,850,17.3,4,100,100,120,150,120,90,680,,483,1
484,484,Palkia,,,Legendary,Water,Dragon,13.75,4.2,740.8,336,19,4,90,120,100,150,120,100,680,,484,1
484,484.1,Palkia,Origin Forme,Alternate,Legendary,Water,Dragon,20.667,6.3,1455,660,16.6,4,90,100,100,150,120,120,680,,484,1
485,485,Heatran,,,Sublegendary,Fire,Steel,5.583,1.7,948,430,148.8,4,91,90,106,130,106,77,600,,,1
486,486,Regigigas,,,Sublegendary,Normal,,12.167,3.7,925.9,420,30.7,4,110,160,110,80,110,100,670,,,1
487,487,Giratina,,,Legendary,Ghost,Dragon,14.75,4.5,1653.5,750,37,4,150,100,120,100,120,90,680,,487,1
487,487.1,Giratina,Origin Forme,Alternate,Legendary,Ghost,Dragon,22.667,6.9,1433,650,13.7,4,150,120,100,120,100,90,680,,487,1
488,488,Cresselia,,,Sublegendary,Psychic,,4.917,1.5,188.7,85.6,38,4,120,70,110,75,120,85,580,,,1
489,489,Phione,,,Mythical,Water,,1.333,0.4,6.8,3.1,19.4,4,80,80,80,80,80,80,480,,,1
490,490,Manaphy,,,Mythical,Water,,1,0.3,3.1,1.4,15.6,4,100,100,100,100,100,100,600,,,1
491,491,Darkrai,,,Mythical,Dark,,4.917,1.5,111.3,50.5,22.4,4,70,90,90,135,90,125,600,,,1
492,492,Shaymin,,,Mythical,Grass,,0.667,0.2,4.6,2.1,52.5,4,100,100,100,100,100,100,600,,492,1
492,492.1,Shaymin,Sky Forme,Alternate,Mythical,Grass,Flying,1.333,0.4,11.5,5.2,32.5,4,100,103,75,120,75,127,600,,492,1
493,493,Arceus,,,Mythical,Normal,,10.5,3.2,705.5,320,31.3,4,120,120,120,120,120,120,720,,,1
494,494,Victini,,,Mythical,Psychic,Fire,1.333,0.4,8.8,4,25,5,100,100,100,100,100,100,600,,,1
495,495,Snivy,,,,Grass,,2,0.6,17.9,8.1,22.5,5,45,45,55,45,55,63,308,496,495,
496,496,Servine,,,,Grass,,2.583,0.8,35.3,16,25,5,60,60,75,60,75,83,413,497,495,
497,497,Serperior,,,,Grass,,10.833,3.3,138.9,63,5.8,5,75,75,95,75,95,113,528,,495,
498,498,Tepig,,,,Fire,,1.667,0.5,21.8,9.9,39.6,5,65,63,45,45,45,45,308,499,498,
499,499,Pignite,,,,Fire,Fighting,3.25,1,122.4,55.5,55.5,5,90,93,55,70,55,55,418,500,498,
500,500,Emboar,,,,Fire,Fighting,5.25,1.6,330.7,150,58.6,5,110,123,65,100,65,65,528,,498,
501,501,Oshawott,,,,Water,,1.667,0.5,13,5.9,23.6,5,55,55,45,63,45,45,308,502,501,
502,502,Dewott,,,,Water,,2.583,0.8,54,24.5,38.3,5,75,75,60,83,60,60,413,"503,503.1",501,
503,503,Samurott,,,,Water,,4.917,1.5,208.6,94.6,42,5,95,100,85,108,70,70,528,,501,
503,503.1,Samurott,Hisuian Samurott,Regional,,Water,Dark,4.917,1.5,128.3,58.2,25.9,8,90,108,80,100,65,85,528,,501,
504,504,Patrat,,,,Normal,,1.667,0.5,25.6,11.6,46.4,5,45,55,39,35,39,42,255,505,504,
505,505,Watchog,,,,Normal,,3.583,1.1,59.5,27,22.3,5,60,85,69,60,69,77,420,,504,
506,506,Lillipup,,,,Normal,,1.333,0.4,9,4.1,25.6,5,45,60,45,25,45,55,275,507,506,
507,507,Herdier,,,,Normal,,2.917,0.9,32.4,14.7,18.1,5,65,80,65,35,65,60,370,508,506,
508,508,Stoutland,,,,Normal,,3.917,1.2,134.5,61,42.4,5,85,110,90,45,90,80,500,,506,
509,509,Purrloin,,,,Dark,,1.333,0.4,22.3,10.1,63.1,5,41,50,37,50,37,66,281,510,509,
510,510,Liepard,,,,Dark,,3.583,1.1,82.7,37.5,31,5,64,88,50,88,50,106,446,,509,
511,511,Pansage,,,,Grass,,2,0.6,23.1,10.5,29.2,5,50,53,48,53,48,64,316,512,511,
512,512,Simisage,,,,Grass,,3.583,1.1,67.2,30.5,25.2,5,75,98,63,98,63,101,498,,511,
513,513,Pansear,,,,Fire,,2,0.6,24.3,11,30.6,5,50,53,48,53,48,64,316,514,513,
514,514,Simisear,,,,Fire,,3.25,1,61.7,28,28,5,75,98,63,98,63,101,498,,513,
515,515,Panpour,,,,Water,,2,0.6,29.8,13.5,37.5,5,50,53,48,53,48,64,316,516,515,
516,516,Simipour,,,,Water,,3.25,1,63.9,29,29,5,75,98,63,98,63,101,498,,515,
517,517,Munna,,,,Psychic,,2,0.6,51.4,23.3,64.7,5,76,25,45,67,55,24,292,518,517,
518,518,Musharna,,,,Psychic,,3.583,1.1,133.4,60.5,50,5,116,55,85,107,95,29,487,,517,
519,519,Pidove,,,,Normal,Flying,1,0.3,4.6,2.1,23.3,5,50,55,50,36,30,43,264,520,519,
520,520,Tranquill,,,,Normal,Flying,2,0.6,33.1,15,41.7,5,62,77,62,50,42,65,358,521,519,
521,521,Unfezant,,,,Normal,Flying,3.917,1.2,63.9,29,20.1,5,80,115,80,65,55,93,488,,519,
522,522,Blitzle,,,,Electric,,2.583,0.8,65.7,29.8,46.6,5,45,60,32,50,32,76,295,523,522,
523,523,Zebstrika,,,,Electric,,5.25,1.6,175.3,79.5,31.1,5,75,100,63,80,63,116,497,,522,
524,524,Roggenrola,,,,Rock,,1.333,0.4,39.7,18,112.5,5,55,75,85,25,25,15,280,525,524,
525,525,Boldore,,,,Rock,,2.917,0.9,224.9,102,125.9,5,70,105,105,50,40,20,390,526,524,
526,526,Gigalith,,,,Rock,,5.583,1.7,573.2,260,90,5,85,135,130,60,80,25,515,,524,
527,527,Woobat,,,,Psychic,Flying,1.333,0.4,4.6,2.1,13.1,5,65,45,43,55,43,72,323,528,527,
528,528,Swoobat,,,,Psychic,Flying,2.917,0.9,23.1,10.5,13,5,67,57,55,77,55,114,425,,527,
529,529,Drilbur,,,,Ground,,1,0.3,18.7,8.5,94.4,5,60,85,40,30,45,68,328,530,529,
530,530,Excadrill,,,,Ground,Steel,2.333,0.7,89.1,40.4,82.4,5,110,135,60,50,65,88,508,,529,
531,531,Audino,,,,Normal,,3.583,1.1,68.3,31,25.6,5,103,60,86,60,86,50,445,,531,
531,531.1,Audino,Mega Audino,Mega,Mega,Normal,Fairy,4.917,1.5,70.5,32,14.2,6,103,60,126,80,126,50,545,,531,
532,532,Timburr,,,,Fighting,,2,0.6,27.6,12.5,34.7,5,75,80,55,25,35,35,305,533,532,
533,533,Gurdurr,,,,Fighting,,3.917,1.2,88.2,40,27.8,5,85,105,85,40,50,40,405,534,532,
534,534,Conkeldurr,,,,Fighting,,4.583,1.4,191.8,87,44.4,5,105,140,95,55,65,45,505,,532,
535,535,Tympole,,,,Water,,1.667,0.5,9.9,4.5,18,5,50,50,40,50,40,64,294,536,535,
536,536,Palpitoad,,,,Water,Ground,2.583,0.8,37.5,17,26.6,5,75,65,55,65,55,69,384,537,535,
537,537,Seismitoad,,,,Water,Ground,4.917,1.5,136.7,62,27.6,5,105,95,75,85,75,74,509,,535,
538,538,Throh,,,,Fighting,,4.25,1.3,122.4,55.5,32.8,5,120,100,85,30,85,45,465,,,
539,539,Sawk,,,,Fighting,,4.583,1.4,112.4,51,26,5,75,125,75,30,75,85,465,,,
540,540,Sewaddle,,,,Bug,Grass,1,0.3,5.5,2.5,27.8,5,45,53,70,40,60,42,310,541,540,
541,541,Swadloon,,,,Bug,Grass,1.667,0.5,16.1,7.3,29.2,5,55,63,90,50,80,42,380,542,540,
542,542,Leavanny,,,,Bug,Grass,3.917,1.2,45.2,20.5,14.2,5,75,103,80,70,80,92,500,,540,
543,543,Venipede,,,,Bug,Poison,1.333,0.4,11.7,5.3,33.1,5,30,45,59,30,39,57,260,544,543,
544,544,Whirlipede,,,,Bug,Poison,3.917,1.2,129,58.5,40.6,5,40,55,99,40,79,47,360,545,543,
545,545,Scolipede,,,,Bug,Poison,8.167,2.5,442,200.5,32.1,5,60,100,89,55,69,112,485,,543,
546,546,Cottonee,,,,Grass,Fairy,1,0.3,1.3,0.6,6.7,5,40,27,60,37,50,66,280,547,546,
547,547,Whimsicott,,,,Grass,Fairy,2.333,0.7,14.6,6.6,13.5,5,60,67,85,77,75,116,480,,546,
548,548,Petilil,,,,Grass,,1.667,0.5,14.6,6.6,26.4,5,45,35,50,70,50,30,280,"549,549.1",548,
549,549,Lilligant,,,,Grass,,3.583,1.1,35.9,16.3,13.5,5,70,60,75,110,75,90,480,,548,
549,549.1,Lilligant,Hisuian Lilligant,Regional,,Grass,Fighting,3.917,1.2,42.3,19.2,13.3,8,70,105,75,50,75,105,480,,548,
550,550,Basculin,Red-Striped Form,Alternate,,Water,,3.25,1,39.7,18,18,5,70,92,65,80,55,98,460,,,
550,550.1,Basculin,Blue-Striped Form,Alternate,,Water,,3.25,1,39.7,18,18,5,70,92,65,80,55,98,460,,,
550,550.2,Basculin,White-Striped Form,Alternate,,Water,,3.25,1,39.7,18,18,5,70,92,65,80,55,98,460,902,550.2,
551,551,Sandile,,,,Ground,Dark,2.333,0.7,33.5,15.2,31,5,50,72,35,35,35,65,292,552,551,
552,552,Krokorok,,,,Ground,Dark,3.25,1,73.6,33.4,33.4,5,60,82,45,45,45,74,351,553,551,
553,553,Krookodile,,,,Ground,Dark,4.917,1.5,212.3,96.3,42.8,5,95,117,80,65,70,92,519,,551,
554,554,Darumaka,,,,Fire,,2,0.6,82.7,37.5,104.2,5,70,90,45,15,45,50,315,555,554,
554,554.1,Darumaka,Galarian Darumaka,Regional,,Ice,,2.333,0.7,88.2,40,81.6,8,70,90,45,15,45,50,315,555.2,554.1,
555,555,Darmanitan,,,,Fire,,4.25,1.3,204.8,92.9,55,5,105,140,55,30,55,95,480,,554,
555,555.1,Darmanitan,Zen Mode,Alternate,,Fire,Psychic,4.25,1.3,204.8,92.9,55,5,105,30,105,140,105,55,540,,554,
555,555.2,Darmanitan,Galarian Standard Mode,Regional,,Ice,,5.583,1.7,264.6,120,41.5,8,105,140,55,30,55,95,480,,554.1,
